
17 86 68 100 71 70 57 60 100 41 91 7 35 0 0 19 3
6 75 36 97 92 100 69 75 66 51 100 30 54 12 0 0 3
14 85 54 100 100 96 72 72 87 41 92 10 47 0 0 3 3
14 90 65 100 100 84 57 65 71 53 91 26 56 3 0 0 3
57 100 84 99 79 71 68 47 100 30 77 9 38 0 0 3 3
0 44 11 72 48 93 98 100 100 74 70 50 64 27 82 0 3
38 86 66 100 100 94 70 74 71 39 70 7 35 0 0 3 3
9 84 44 100 67 78 27 55 83 44 100 14 48 0 0 3 3
27 76 41 100 100 94 79 66 86 45 94 16 39 0 0 10 3
37 55 41 86 100 100 97 71 83 53 96 23 49 0 0 9 3
69 100 44 77 5 50 0 28 67 23 100 44 95 29 89 0 4
19 100 35 93 0 63 12 36 89 37 100 66 94 33 89 0 4
53 100 30 95 0 60 100 55 92 87 77 79 79 37 79 0 4
100 95 75 100 42 70 0 44 42 33 85 49 83 31 85 0 4
79 100 41 82 0 61 23 45 77 37 86 54 86 25 100 0 4
34 100 14 83 2 66 0 48 23 34 65 30 91 17 100 0 4
49 100 7 83 0 54 100 60 72 82 51 86 59 36 68 0 4
61 100 0 72 1 42 79 43 100 67 67 90 56 45 57 0 4
97 100 45 84 0 62 2 46 48 41 100 45 58 23 21 0 4
29 100 4 77 0 54 64 53 100 69 71 47 46 24 32 0 4
45 100 12 79 0 52 62 40 100 56 88 55 78 27 68 0 4
12 100 10 90 0 56 58 43 100 65 97 70 91 35 90 0 4
36 100 3 88 0 64 54 55 100 67 73 45 46 23 29 0 4
24 100 24 76 0 45 100 48 100 57 61 65 61 31 67 0 4
14 100 14 92 0 65 55 55 100 72 72 53 49 27 29 0 4
47 100 12 70 0 41 65 43 100 49 51 69 49 33 50 0 4
25 100 16 73 0 44 57 40 100 54 88 58 65 29 51 0 4
23 100 0 81 25 48 100 44 96 80 85 68 76 28 65 0 4
100 100 74 90 28 68 0 44 77 46 72 48 37 23 9 0 4
71 98 76 100 39 75 0 51 39 36 100 49 76 26 86 0 4
46 100 38 76 0 48 47 48 100 67 91 64 70 31 44 0 4
38 100 6 73 0 41 71 37 100 67 80 63 49 32 21 0 4
10 100 0 77 30 60 73 55 100 71 77 53 64 27 57 0 4
43 100 0 73 6 44 90 41 100 54 56 68 52 34 62 0 4
49 100 16 85 0 64 20 47 88 51 100 43 84 22 71 0 4
